FirstName,LastName,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status,Customer Handling Rate
Angela,Carter,IT,IT Support,8/21/2016,94930,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Dustin,Lewis,Operations,Procurement Specialist,6/25/2020,80378,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kristin,Thompson,Operations,Logistics Coordinator,09/08/2022 ,89665,,,,,,,,Mr. Bradley Welch,Meets Expectation,Satisfactory
Pamela,Savage,Customer Support,Call Center Agent,12/28/2022,46773,,,,,4,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Benjamin,Walter,Operations,Procurement Specialist,1/13/2019,58073,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Joshua,Davis,Finance,Financial Analyst,7/19/2018,102666,,,,,,,,David Davis,Meets Expectation,Satisfactory
Melissa,Sanchez,Sales,Sales Executive,12/18/2016,83652,118981,194767,0,6051,4,1,,Bryan Burnett,Need Improvement,Need Improvement
Brandi,Fisher,IT,Software Engineer,05/09/2021 ,116076,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Lisa,Esparza,HR,Recruiter,02/01/2019 ,83787,,,,,,,64,Renee Green,Meets Expectation,Need Improvement
Lori,Leblanc,IT,Data Analyst,6/20/2017,116769,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kathleen,Fletcher,HR,HR Coordinator,11/12/2023 ,77227,,,,,,,64,Renee Green,Meets Expectation,Need Improvement
Jeffrey,Singh,Customer Support,Support Specialist,5/21/2018,43526,,,,,1,7,,Christopher Ochoa,Meets Expectation,Need Improvement
David,Mason,IT,IT Support,1/28/2022,114038,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Brian,Shaffer,HR,HR Manager,3/23/2022,91903,,,,,,,80,Renee Green,Meets Expectation,Need Improvement
Tammy,Thompson,IT,IT Support,07/02/2019 ,85629,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Steven,White,Sales,Sales Manager,12/23/2021,41727,105850,87053,0,3351,3,0,,Bryan Burnett,High Performance,Need Improvement
James,Bruce,Customer Support,Support Specialist,03/05/2021 ,51819,,,,,4,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Matthew,Ortiz,HR,HR Coordinator,11/12/2017 ,74820,,,,,,,91,Renee Green,Meets Expectation,Need Improvement
Danielle,Cunningham,Sales,Sales Manager,7/22/2019,82376,214066,136403,0,7426,3,4,,Bryan Burnett,High Performance,Need Improvement
Joseph,Kelley,Finance,Auditor,05/04/2023 ,104188,,,,,,,,David Davis,Meets Expectation,Need Improvement
Melissa,Green,Operations,Procurement Specialist,4/27/2020,50965,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Bobby,Underwood,Marketing,Content Strategist,5/18/2018,54486,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Andrea,Smith,IT,IT Support,9/20/2020,100927,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Larry,Gomez,Customer Support,Customer Service Rep,06/03/2017 ,47245,,,,,2,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Kathy,Hale,Finance,Accountant,04/11/2020 ,64301,,,,,,,,David Davis,Meets Expectation,Satisfactory
Bryan,Jenkins,Sales,Sales Executive,01/01/2022 ,81533,200536,147254,0,7065,4,4,,Bryan Burnett,High Performance,Need Improvement
Steven,Brooks,Finance,Auditor,01/08/2018 ,99008,,,,,,,,David Davis,Meets Expectation,Need Improvement
Edwin,Barnett,Marketing,SEO Specialist,5/18/2019,66638,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Cynthia,Daniels,HR,Recruiter,10/15/2020,76450,,,,,,,83,Renee Green,Meets Expectation,Excellent Services
Kenneth,Taylor,Sales,Sales Manager,7/20/2022,86741,214717,159451,0,4530,5,1,,Bryan Burnett,High Performance,Satisfactory
John,Davis,Customer Support,Call Center Agent,1/28/2022,49602,,,,,5,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Todd,Ellis,Marketing,Content Strategist,12/06/2022 ,45903,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Robert,Smith,Customer Support,Customer Service Rep,06/03/2022 ,67613,,,,,3,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Alyssa,Munoz,IT,Data Analyst,08/10/2022 ,100270,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Cory,Brown,Customer Support,Call Center Agent,3/20/2020,47483,,,,,2,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Mckinney,IT,Software Engineer,07/09/2023 ,93993,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Madison,Brown,HR,HR Coordinator,02/08/2022 ,53811,,,,,,,76,Renee Green,Meets Expectation,Need Improvement
David,Perez,HR,Recruiter,1/27/2018,47857,,,,,,,82,Renee Green,Meets Expectation,Need Improvement
Dr.,Jessica,Marketing,Marketing Analyst,12/11/2022 ,79932,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michele,Stein,Operations,Operations Manager,10/08/2020 ,55923,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Christopher,Martin,IT,Software Engineer,8/27/2017,95213,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
John,Montgomery,Marketing,Content Strategist,03/03/2017 ,67493,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Erin,Curtis,Marketing,Marketing Analyst,2/22/2017,67545,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Justin,Fisher,Marketing,Marketing Analyst,10/09/2020 ,69677,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jason,Smith,Operations,Logistics Coordinator,06/05/2022 ,89810,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Mr.,Michael,HR,Recruiter,2/20/2015,65184,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Kaitlin,Davidson,Finance,Accountant,07/06/2023 ,83911,,,,,,,,David Davis,Meets Expectation,Need Improvement
Steven,Chung,Customer Support,Support Specialist,7/20/2022,48928,,,,,3,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Beth,Moore,Marketing,SEO Specialist,6/18/2017,55649,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lauren,Simmons,Marketing,SEO Specialist,07/12/2017 ,61966,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Breanna,Castillo,Finance,Financial Analyst,4/28/2020,77371,,,,,,,,David Davis,Meets Expectation,Need Improvement
Barbara,Warner,HR,Recruiter,7/30/2015,94169,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Emma,Freeman,Finance,Auditor,1/21/2015,79574,,,,,,,,David Davis,Meets Expectation,Need Improvement
Tanner,Diaz,Marketing,Content Strategist,8/22/2022,52809,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jody,Walton,Customer Support,Customer Service Rep,10/12/2020 ,45080,,,,,1,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Rita,Gordon,Operations,Procurement Specialist,11/24/2020,80428,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Angela,Rowland,Operations,Logistics Coordinator,2/19/2020,84139,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Lisa,Burns,Marketing,Marketing Analyst,8/19/2016,73139,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Janice,Romero,Marketing,SEO Specialist,2/16/2018,59328,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Brandon,Jennings,Operations,Operations Manager,1/25/2016,101806,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Andrea,Martinez,HR,HR Manager,1/23/2017,67390,,,,,,,65,Renee Green,Meets Expectation,Need Improvement
Bridget,Grimes,Marketing,Content Strategist,08/11/2019 ,56027,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
George,Ward,Finance,Auditor,03/02/2023 ,72203,,,,,,,,David Davis,Meets Expectation,Satisfactory
Robert,Burke,Customer Support,Support Specialist,07/05/2015 ,67562,,,,,4,4,,Christopher Ochoa,Meets Expectation,Satisfactory
Terri,Chavez,Customer Support,Call Center Agent,01/08/2017 ,56757,,,,,5,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Mrs.,Heidi,Marketing,Content Strategist,12/09/2020 ,84632,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Ryan,Hinton,Finance,Auditor,6/16/2021,63110,,,,,,,,David Davis,Meets Expectation,Need Improvement
Chase,Wilson,Operations,Procurement Specialist,08/08/2019 ,85640,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Molly,Myers,Finance,Auditor,7/26/2022,106321,,,,,,,,David Davis,Meets Expectation,Need Improvement
Joshua,Johnson,Finance,Financial Analyst,7/29/2020,67930,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jack,Hicks,Customer Support,Call Center Agent,9/19/2019,61216,,,,,2,6,,Christopher Ochoa,Meets Expectation,Need Improvement
David,Sanchez,Customer Support,Support Specialist,4/30/2023,50336,,,,,1,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Kimberly,Garza,Finance,Financial Analyst,01/05/2020 ,80224,,,,,,,,David Davis,Meets Expectation,Satisfactory
Juan,Parker,Sales,Sales Manager,5/30/2015,51749,24499,157410,0,1590,5,4,,Bryan Burnett,Need Improvement,Need Improvement
Samantha,Reese,HR,HR Coordinator,6/19/2023,82047,,,,,,,70,Renee Green,Meets Expectation,Satisfactory
Danny,Cortez,Customer Support,Support Specialist,7/31/2019,36961,,,,,4,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Ashley,Holland,IT,Software Engineer,09/12/2022 ,60580,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Stephanie,Day,Sales,Sales Executive,12/29/2017,60816,163936,177187,0,7533,3,0,,Bryan Burnett,Meets Expectation,Need Improvement
Tracy,Moon,Finance,Financial Analyst,5/15/2017,88698,,,,,,,,David Davis,Meets Expectation,Need Improvement
Edward,Alexander,IT,Software Engineer,09/07/2022 ,98466,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Jessica,Byrd,Finance,Financial Analyst,12/25/2019,103755,,,,,,,,David Davis,Meets Expectation,Need Improvement
Dylan,Bishop,Customer Support,Call Center Agent,07/02/2018 ,48065,,,,,1,2,,Christopher Ochoa,Meets Expectation,Satisfactory
Shannon,Maxwell,Customer Support,Customer Service Rep,09/02/2019 ,54866,,,,,4,5,,Christopher Ochoa,Meets Expectation,Satisfactory
Priscilla,Thomas,Customer Support,Support Specialist,12/23/2022,41429,,,,,4,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Gregory,King,Customer Support,Customer Service Rep,12/24/2019,59968,,,,,5,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Bruce,Klein,HR,Recruiter,02/09/2018 ,54376,,,,,,,66,Renee Green,Meets Expectation,Need Improvement
David,Fuller,Customer Support,Customer Service Rep,10/09/2023 ,59092,,,,,5,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Hunt,IT,Software Engineer,03/02/2023 ,99785,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Eddie,Wright,Finance,Accountant,3/19/2020,68061,,,,,,,,David Davis,Meets Expectation,Need Improvement
Michael,Mitchell,Marketing,SEO Specialist,12/17/2020,58254,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
John,Rose,Marketing,SEO Specialist,1/20/2018,76716,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Richard,Stone,Customer Support,Support Specialist,5/15/2022,61986,,,,,4,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Kimberly,Ali,Marketing,Marketing Analyst,12/20/2015,58211,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michael,Yang,HR,HR Manager,06/06/2015 ,85579,,,,,,,73,Renee Green,Meets Expectation,Need Improvement
Darren,Hunter,Sales,Account Manager,04/06/2019 ,41439,86859,155217,0,2196,3,0,,Bryan Burnett,Need Improvement,Need Improvement
Tara,Cole,Operations,Procurement Specialist,10/01/2018 ,53364,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
James,Jones,Marketing,Content Strategist,6/23/2019,53135,,,,,,,,Trevor Cooper,Meets Expectation,Satisfactory
Sydney,Garcia,Sales,Account Manager,10/21/2018,89264,58860,162684,0,1324,5,4,,Bryan Burnett,Need Improvement,Need Improvement
Gerald,Shaw,Sales,Account Manager,2/28/2015,80606,207380,199590,0,7912,2,5,,Bryan Burnett,High Performance,Need Improvement
Desiree,Matthews,Finance,Accountant,12/06/2023 ,103190,,,,,,,,David Davis,Meets Expectation,Need Improvement
Kathryn,Landry,Sales,Sales Manager,04/07/2019 ,85861,114116,158158,0,4068,3,9,,Bryan Burnett,Need Improvement,Need Improvement
Mario,Beck,Customer Support,Customer Service Rep,10/29/2017,38732,,,,,1,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Edward,Garner,IT,IT Support,08/09/2017 ,82084,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tyler,Harris,IT,Data Analyst,10/11/2021 ,68512,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Jessica,Chen,Operations,Logistics Coordinator,5/26/2021,63645,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Michele,Johnston,Operations,Procurement Specialist,10/18/2022,62639,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Cassandra,Vance,IT,IT Support,01/07/2020 ,55095,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Raymond,Anderson,Operations,Logistics Coordinator,7/18/2015,88759,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Christopher,Walls,IT,IT Support,11/01/2016 ,73626,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Micheal,Rodgers,Finance,Auditor,07/11/2022 ,101272,,,,,,,,David Davis,Meets Expectation,Need Improvement
Anthony,Ryan,Operations,Procurement Specialist,6/15/2018,69111,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Tiffany,King,Sales,Sales Manager,11/30/2023,46377,77930,151508,0,2510,2,5,,Bryan Burnett,Need Improvement,Need Improvement
Heather,Pacheco,Marketing,Marketing Analyst,4/21/2020,54179,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Debra,Schultz,HR,Recruiter,7/19/2023,87837,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Melanie,Hernandez,IT,IT Support,07/06/2018 ,56955,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Shane,Sanchez,Finance,Financial Analyst,04/12/2021 ,70109,,,,,,,,David Davis,Meets Expectation,Need Improvement
Alicia,Carpenter,Marketing,Marketing Analyst,2/17/2016,64022,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Matthew,Williams,HR,HR Manager,08/11/2019 ,61120,,,,,,,89,Renee Green,Meets Expectation,Need Improvement
Austin,Lopez,Finance,Financial Analyst,12/28/2019,79771,,,,,,,,David Davis,Meets Expectation,Need Improvement
Shawn,Huffman,Marketing,Content Strategist,03/04/2021 ,67399,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Scott,Lee,Marketing,Marketing Analyst,4/20/2022,76637,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jeremy,Powell,Sales,Account Manager,10/17/2015,54060,50871,198942,0,1790,3,0,,Bryan Burnett,Need Improvement,Need Improvement
Maureen,Ramos,Finance,Accountant,8/29/2021,64437,,,,,,,,David Davis,Meets Expectation,Need Improvement
Justin,Rogers,HR,HR Manager,02/11/2022 ,90996,,,,,,,83,Renee Green,Meets Expectation,Need Improvement
Denise,Richardson,Sales,Account Manager,07/09/2021 ,41423,189674,107092,0,10329,1,8,,Bryan Burnett,High Performance,Need Improvement
Victoria,House,Marketing,Content Strategist,8/22/2018,71726,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Stacey,Mccullough,HR,HR Manager,03/04/2022 ,47472,,,,,,,99,Renee Green,Meets Expectation,Need Improvement
Stephanie,Underwood,Operations,Logistics Coordinator,1/29/2023,72423,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Stephanie,Taylor,Marketing,Marketing Analyst,11/10/2019 ,68632,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Maxwell,Clayton,Customer Support,Customer Service Rep,12/17/2017,59625,,,,,5,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Zachary,West,IT,Software Engineer,01/01/2020 ,92086,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Julie,Mcintyre,HR,HR Manager,05/02/2021 ,59211,,,,,,,94,Renee Green,Meets Expectation,Need Improvement
Tamara,Burns,Finance,Accountant,2/28/2019,78780,,,,,,,,David Davis,Meets Expectation,Need Improvement
Anthony,Gonzalez,Finance,Financial Analyst,9/21/2015,69002,,,,,,,,David Davis,Meets Expectation,Need Improvement
Julie,Steele,Marketing,Content Strategist,10/17/2020,82470,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Curtis,Young,Customer Support,Support Specialist,05/01/2021 ,43893,,,,,3,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Harold,Johnson,IT,Data Analyst,7/19/2021,80411,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Joe,Hernandez,IT,Software Engineer,02/08/2021 ,84686,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Adrienne,Bell,IT,Data Analyst,1/20/2019,83684,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Bruce,Riggs,Customer Support,Support Specialist,4/30/2021,52517,,,,,2,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Amanda,Daniels,Operations,Logistics Coordinator,2/23/2021,69666,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Brandon,Stephens,Marketing,Marketing Analyst,04/01/2021 ,47474,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Zachary,Marshall,Operations,Procurement Specialist,11/05/2020 ,61189,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Wesley,King,IT,IT Support,5/25/2015,72802,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Cheryl,Williams,IT,Data Analyst,4/24/2015,76551,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Stephanie,Serrano,IT,Data Analyst,7/24/2016,84531,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michelle,Stokes,Marketing,SEO Specialist,11/12/2017 ,48180,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Abigail,Bray,IT,Software Engineer,09/12/2022 ,117726,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Lindsey,Owens,Sales,Account Manager,5/15/2019,44183,122506,144070,0,7267,2,5,,Bryan Burnett,Meets Expectation,Need Improvement
Deborah,Garza,HR,Recruiter,4/26/2022,61742,,,,,,,86,Renee Green,Meets Expectation,Need Improvement
Leslie,Hayes,HR,HR Manager,10/25/2023,59766,,,,,,,89,Renee Green,Meets Expectation,Need Improvement
Terri,Robinson,Sales,Sales Manager,1/27/2023,59587,69718,71770,0,3800,3,9,,Bryan Burnett,Meets Expectation,Need Improvement
Stephanie,Daniels,Finance,Auditor,03/06/2023 ,73660,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jennifer,Ramirez,Marketing,Content Strategist,1/17/2020,59700,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Johnny,Johnson,Finance,Accountant,04/12/2016 ,56769,,,,,,,,David Davis,Meets Expectation,Need Improvement
Leslie,Griffin,Marketing,SEO Specialist,10/24/2018,50566,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michael,Williams,Finance,Accountant,5/26/2019,58419,,,,,,,,David Davis,Meets Expectation,Need Improvement
Paul,Graves,HR,HR Coordinator,12/20/2023,55434,,,,,,,91,Renee Green,Meets Expectation,Need Improvement
Kristen,Whitney,Finance,Financial Analyst,07/12/2019 ,71505,,,,,,,,David Davis,Meets Expectation,Need Improvement
Lauren,Benitez,HR,HR Manager,2/21/2017,70743,,,,,,,83,Renee Green,Meets Expectation,Need Improvement
Monica,Weber,Operations,Procurement Specialist,06/06/2019 ,78225,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Matthew,Flores,HR,Recruiter,5/27/2018,76681,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Bill,Keith,HR,Recruiter,7/19/2018,86343,,,,,,,95,Renee Green,Meets Expectation,Need Improvement
Patricia,Terry,Customer Support,Customer Service Rep,11/15/2015,50574,,,,,3,3,,Christopher Ochoa,Meets Expectation,Excellent Services
Jim,Moore,Customer Support,Support Specialist,12/05/2015 ,61326,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Jessica,Valenzuela,Operations,Operations Manager,06/05/2023 ,98256,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Carol,Guzman,HR,HR Manager,06/02/2023 ,54889,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Eric,Hicks,Customer Support,Support Specialist,7/15/2019,41848,,,,,5,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Karen,Brown,IT,IT Support,12/18/2016,66562,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Stephen,Guerrero,Sales,Sales Manager,01/04/2019 ,65112,45607,157497,0,1414,5,4,,Bryan Burnett,Need Improvement,Need Improvement
Janet,Harrison,Operations,Operations Manager,02/06/2017 ,59403,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
